stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,stop_code,platform_code
HKP,Hanko-Pohjoinen,,59.830141,22.988361,,1,,,
HKP_0,Hanko-Pohjoinen,,59.830141,22.988361,,0,HKP,,
HKP_1,Hanko-Pohjoinen,,59.83016280887918,22.988431436849986,,0,HKP,,1
HKO,Huutokoski,,62.210069,27.68887,,1,,,
HKO_0,Huutokoski,,62.210069,27.68887,,0,HKO,,
IMR,Imatra,,61.195914,28.776017,,1,,,
IMR_0,Imatra,,61.195914,28.776017,,0,IMR,,
IMT,Imatra tavara,,61.208116,28.812093,,1,,,
IMT_0,Imatra tavara,,61.208116,28.812093,,0,IMT,,
HKS,Hankasalmi,,62.302807,26.478116,,1,,,
HKS_0,Hankasalmi,,62.302807,26.478116,,0,HKS,,
HKS_1,Hankasalmi,,62.30236564315143,26.47757440031481,,0,HKS,,1
HKS_2,Hankasalmi,,62.30244196777812,26.477534024745697,,0,HKS,,2
SAA,Saakoski,,61.990369,25.410596,,1,,,
SAA_0,Saakoski,,61.990369,25.410596,,0,SAA,,
JPA,Jepua,,63.408383,22.655272,,1,,,
JPA_0,Jepua,,63.408383,22.655272,,0,JPA,,
KRA,Koria,,60.847067,26.60131,,1,,,
KRA_0,Koria,,60.847067,26.60131,,0,KRA,,
KRA_1,Koria,,60.84716145613469,26.60152721730065,,0,KRA,,1
KRA_2,Koria,,60.847202546109415,26.60146168111451,,0,KRA,,2
SAM,Sammalisto,,60.763711,24.78372,,1,,,
SAM_0,Sammalisto,,60.763711,24.78372,,0,SAM,,
LPÄ,Lempäälä,,61.314233,23.755094,,1,,,
LPÄ_0,Lempäälä,,61.314233,23.755094,,0,LPÄ,,
LPÄ_1,Lempäälä,,61.31467609112958,23.754987587135247,,0,LPÄ,,1
LPÄ_3,Lempäälä,,61.31389732091881,23.75494438091969,,0,LPÄ,,3
KÖK,Köykkäri,,63.343804,22.772334,,1,,,
KÖK_0,Köykkäri,,63.343804,22.772334,,0,KÖK,,
SAU,Saunakallio,,60.487305,25.065568,,1,,,
SAU_0,Saunakallio,,60.487305,25.065568,,0,SAU,,
SAU_1,Saunakallio,,60.48706069536407,25.065825241507365,,0,SAU,,1
SAU_4,Saunakallio,,60.48756650950431,25.065506097342002,,0,SAU,,4
KRM,Kurkimäki,,62.771886,27.517621,,1,,,
KRM_0,Kurkimäki,,62.771886,27.517621,,0,KRM,,
SAV,Savio,,60.381296,25.097803,,1,,,
SAV_0,Savio,,60.381296,25.097803,,0,SAV,,
SAV_3,Savio,,60.38045331455712,25.097605690541243,,0,SAV,,3
SAV_4,Savio,,60.38042585202819,25.09785080593356,,0,SAV,,4
LTS,Leteensuo,,61.065513,24.232505,,1,,,
LTS_0,Leteensuo,,61.065513,24.232505,,0,LTS,,
KRR,Karhejärvi,,61.750017,23.390356,,1,,,
KRR_0,Karhejärvi,,61.750017,23.390356,,0,KRR,,
KRS,Korso,,60.35129,25.078507,,1,,,
KRS_0,Korso,,60.35129,25.078507,,0,KRS,,
KRS_3,Korso,,60.35208598949532,25.078914567172784,,0,KRS,,3
KRS_4,Korso,,60.352049863649654,25.07920603105506,,0,KRS,,4
HLS,Hillosensalmi,,61.193088,26.789163,,1,,,
HLS_0,Hillosensalmi,,61.193088,26.789163,,0,HLS,,
KRV,Kiuruvesi,,63.640907,26.611334,,1,,,
KRV_0,Kiuruvesi,,63.640907,26.611334,,0,KRV,,
KRV_1,Kiuruvesi,,63.640957605605664,26.6111544033476,,0,KRV,,1
KRU,Karkku,,61.443314,23.049129,,1,,,
KRU_0,Karkku,,61.443314,23.049129,,0,KRU,,
KRU_1,Karkku,,61.443789829580986,23.050395189326657,,0,KRU,,1
HLT,Hakosilta,,60.925032,25.513357,,1,,,
HLT_0,Hakosilta,,60.925032,25.513357,,0,HLT,,
KSA,Kalvitsa,,61.910592,27.285129,,1,,,
KSA_0,Kalvitsa,,61.910592,27.285129,,0,KSA,,
VHJ,Vuohijärvi,,61.095852,26.796227,,1,,,
VHJ_0,Vuohijärvi,,61.095852,26.796227,,0,VHJ,,
KSN,Kuusikkoniemi,,64.392909,27.919899,,1,,,
KSN_0,Kuusikkoniemi,,64.392909,27.919899,,0,KSN,,
LUS,Lusto,,61.800548,29.322269,,1,,,
LUS_0,Lusto,,61.800548,29.322269,,0,LUS,,
LUS_1,Lusto,,61.800679054119875,29.321965526497248,,0,LUS,,1
KSU,Korvensuo,,60.582687,25.218194,,1,,,
KSU_0,Korvensuo,,60.582687,25.218194,,0,KSU,,
VIA,Viiala,,61.211787,23.770683,,1,,,
VIA_0,Viiala,,61.211787,23.770683,,0,VIA,,
VIA_1,Viiala,,61.212847499999995,23.7698695,,0,VIA,,1
VIA_2,Viiala,,61.2128582630401,23.76994117168825,,0,VIA,,2
VIH,Vihtari,,62.380739,29.029282,,1,,,
VIH_0,Vihtari,,62.380739,29.029282,,0,VIH,,
VIH_1,Vihtari,,62.38087170601939,29.029589608663787,,0,VIH,,1
RAH,Rauha,,61.178295,28.687578,,1,,,
RAH_0,Rauha,,61.178295,28.687578,,0,RAH,,
KTA,Kotka,,60.464388,26.928611,,1,,,
KTA_0,Kotka,,60.464388,26.928611,,0,KTA,,
KTA_1,Kotka,,60.464677334262916,26.92724597641427,,0,KTA,,1
HNA,Hanala,,60.339607,25.072363,,1,,,
HNA_0,Hanala,,60.339607,25.072363,,0,HNA,,
VIN,Vinnilä,,61.099944,24.110938,,1,,,
VIN_0,Vinnilä,,61.099944,24.110938,,0,VIN,,
KTH,Kattilaharju,,60.880135,26.959698,,1,,,
KTH_0,Kattilaharju,,60.880135,26.959698,,0,KTH,,
